"Date","StartTime","teamH","teamA"
2016-10-25,"08:00 pm","CLE","NYK"
2016-10-25,"10:00 pm","POR","UTA"
2016-10-25,"10:30 pm","GSW","SAS"
2016-10-26,"07:00 pm","IND","DAL"
2016-10-26,"07:00 pm","ORL","MIA"
2016-10-26,"07:30 pm","BOS","BRK"
2016-10-26,"07:30 pm","TOR","DET"
2016-10-26,"08:00 pm","MIL","CHO"
2016-10-26,"08:00 pm","NOP","DEN"
2016-10-26,"08:00 pm","MEM","MIN"
2016-10-26,"08:00 pm","PHI","OKC"
2016-10-26,"10:00 pm","PHO","SAC"
2016-10-26,"10:30 pm","LAL","HOU"
2016-10-27,"07:30 pm","ATL","WAS"
2016-10-27,"08:00 pm","CHI","BOS"
2016-10-27,"10:30 pm","POR","LAC"
2016-10-27,"10:30 pm","SAC","SAS"
2016-10-28,"07:00 pm","TOR","CLE"
2016-10-28,"07:30 pm","BRK","IND"
2016-10-28,"07:30 pm","DET","ORL"
2016-10-28,"08:00 pm","MIA","CHO"
2016-10-28,"08:00 pm","OKC","PHO"
2016-10-28,"08:30 pm","DAL","HOU"
2016-10-28,"09:00 pm","UTA","LAL"
2016-10-28,"09:30 pm","NOP","GSW"
2016-10-29,"01:00 pm","PHI","ATL"
2016-10-29,"07:00 pm","CHO","BOS"
2016-10-29,"07:30 pm","NYK","MEM"
2016-10-29,"07:30 pm","CLE","ORL"
2016-10-29,"08:00 pm","MIL","BRK"
2016-10-29,"08:00 pm","CHI","IND"
2016-10-29,"08:00 pm","SAS","NOP"
2016-10-29,"09:00 pm","DEN","POR"
2016-10-29,"10:30 pm","SAC","MIN"
2016-10-30,"04:30 pm","LAC","UTA"
2016-10-30,"06:00 pm","PHO","GSW"
2016-10-30,"06:00 pm","DET","MIL"
2016-10-30,"06:00 pm","MIA","SAS"
2016-10-30,"07:00 pm","OKC","LAL"
2016-10-30,"07:00 pm","MEM","WAS"
2016-10-30,"08:00 pm","HOU","DAL"
2016-10-31,"07:30 pm","BRK","CHI"
2016-10-31,"07:30 pm","TOR","DEN"
2016-10-31,"07:30 pm","ATL","SAC"
2016-10-31,"10:30 pm","LAC","PHO"
2016-11-01,"07:00 pm","CLE","HOU"
2016-11-01,"07:00 pm","IND","LAL"
2016-11-01,"07:00 pm","PHI","ORL"
2016-11-01,"07:30 pm","DET","NYK"
2016-11-01,"07:30 pm","MIA","SAC"
2016-11-01,"08:00 pm","MIN","MEM"
2016-11-01,"08:00 pm","NOP","MIL"
2016-11-01,"08:30 pm","SAS","UTA"
2016-11-01,"10:00 pm","POR","GSW"
2016-11-02,"07:00 pm","CHO","PHI"
2016-11-02,"07:00 pm","WAS","TOR"
2016-11-02,"07:30 pm","BRK","DET"
2016-11-02,"07:30 pm","NYK","HOU"
2016-11-02,"07:30 pm","ATL","LAL"
2016-11-02,"08:00 pm","BOS","CHI"
2016-11-02,"08:00 pm","MEM","NOP"
2016-11-02,"09:00 pm","UTA","DAL"
2016-11-02,"10:00 pm","PHO","POR"
2016-11-02,"10:30 pm","LAC","OKC"
2016-11-03,"07:00 pm","ORL","SAC"
2016-11-03,"08:00 pm","CLE","BOS"
2016-11-03,"08:00 pm","MIN","DEN"
2016-11-03,"08:00 pm","MIL","IND"
2016-11-03,"10:30 pm","GSW","OKC"
2016-11-04,"07:00 pm","WAS","ATL"
2016-11-04,"07:30 pm","BRK","CHO"
2016-11-04,"07:30 pm","TOR","MIA"
2016-11-04,"08:00 pm","MEM","LAC"
2016-11-04,"08:00 pm","CHI","NYK"
2016-11-04,"08:00 pm","NOP","PHO"
2016-11-04,"08:30 pm","DAL","POR"
2016-11-04,"09:00 pm","UTA","SAS"
2016-11-04,"10:30 pm","LAL","GSW"
2016-11-05,"06:00 pm","OKC","MIN"
2016-11-05,"07:00 pm","IND","CHI"
2016-11-05,"07:00 pm","PHI","CLE"
2016-11-05,"07:00 pm","DET","DEN"
2016-11-05,"07:00 pm","ORL","WAS"
2016-11-05,"07:30 pm","ATL","HOU"
2016-11-05,"08:00 pm","MIL","SAC"
2016-11-05,"08:30 pm","SAS","LAC"
2016-11-06,"03:30 pm","MEM","POR"
2016-11-06,"06:00 pm","TOR","SAC"
2016-11-06,"07:00 pm","DAL","MIL"
2016-11-06,"07:30 pm","BOS","DEN"
2016-11-06,"09:30 pm","LAL","PHO"
2016-11-06,"12:00 pm","NYK","UTA"
2016-11-07,"07:00 pm","WAS","HOU"
2016-11-07,"07:00 pm","CHO","IND"
2016-11-07,"07:00 pm","PHI","UTA"
2016-11-07,"08:00 pm","OKC","MIA"
2016-11-07,"08:00 pm","CHI","ORL"
2016-11-07,"10:30 pm","LAC","DET"
2016-11-07,"10:30 pm","GSW","NOP"
2016-11-08,"07:00 pm","CLE","ATL"
2016-11-08,"07:30 pm","BRK","MIN"
2016-11-08,"08:00 pm","MEM","DEN"
2016-11-08,"10:00 pm","POR","PHO"
2016-11-08,"10:30 pm","LAL","DAL"
2016-11-08,"10:30 pm","SAC","NOP"
2016-11-09,"07:00 pm","WAS","BOS"
2016-11-09,"07:00 pm","NYK","BRK"
2016-11-09,"07:00 pm","ORL","MIN"
2016-11-09,"07:00 pm","IND","PHI"
2016-11-09,"07:00 pm","CHO","UTA"
2016-11-09,"07:30 pm","ATL","CHI"
2016-11-09,"08:00 pm","OKC","TOR"
2016-11-09,"09:00 pm","PHO","DET"
2016-11-09,"09:30 pm","SAS","HOU"
2016-11-09,"10:30 pm","GSW","DAL"
2016-11-09,"10:30 pm","LAC","POR"
2016-11-10,"08:00 pm","MIA","CHI"
2016-11-10,"08:00 pm","MIL","NOP"
2016-11-10,"09:00 pm","DEN","GSW"
2016-11-10,"10:30 pm","SAC","LAL"
2016-11-11,"07:00 pm","WAS","CLE"
2016-11-11,"07:00 pm","PHI","IND"
2016-11-11,"07:00 pm","CHO","TOR"
2016-11-11,"07:00 pm","ORL","UTA"
2016-11-11,"07:30 pm","BOS","NYK"
2016-11-11,"08:00 pm","OKC","LAC"
2016-11-11,"08:30 pm","SAS","DET"
2016-11-11,"10:00 pm","POR","SAC"
2016-11-12,"07:00 pm","IND","BOS"
2016-11-12,"07:00 pm","NOP","LAL"
2016-11-12,"07:30 pm","TOR","NYK"
2016-11-12,"07:30 pm","ATL","PHI"
2016-11-12,"08:00 pm","MIN","LAC"
2016-11-12,"08:00 pm","HOU","SAS"
2016-11-12,"08:00 pm","MIA","UTA"
2016-11-12,"08:00 pm","CHI","WAS"
2016-11-12,"08:30 pm","MIL","MEM"
2016-11-12,"09:00 pm","PHO","BRK"
2016-11-12,"09:00 pm","DEN","DET"
2016-11-13,"03:30 pm","CLE","CHO"
2016-11-13,"07:00 pm","MIN","LAL"
2016-11-13,"07:00 pm","OKC","ORL"
2016-11-13,"08:00 pm","GSW","PHO"
2016-11-13,"09:00 pm","POR","DEN"
2016-11-14,"07:00 pm","IND","ORL"
2016-11-14,"07:30 pm","NYK","DAL"
2016-11-14,"07:30 pm","DET","OKC"
2016-11-14,"08:00 pm","NOP","BOS"
2016-11-14,"08:00 pm","HOU","PHI"
2016-11-14,"08:30 pm","SAS","MIA"
2016-11-14,"09:00 pm","UTA","MEM"
2016-11-14,"10:30 pm","LAC","BRK"
2016-11-15,"07:00 pm","CLE","TOR"
2016-11-15,"07:30 pm","MIA","ATL"
2016-11-15,"08:00 pm","MIN","CHO"
2016-11-15,"10:00 pm","POR","CHI"
2016-11-15,"10:30 pm","LAL","BRK"
2016-11-16,"07:00 pm","IND","CLE"
2016-11-16,"07:00 pm","ORL","NOP"
2016-11-16,"07:00 pm","PHI","WAS"
2016-11-16,"07:30 pm","BOS","DAL"
2016-11-16,"07:30 pm","NYK","DET"
2016-11-16,"07:30 pm","ATL","MIL"
2016-11-16,"08:00 pm","TOR","GSW"
2016-11-16,"08:00 pm","OKC","HOU"
2016-11-16,"09:00 pm","DEN","PHO"
2016-11-16,"10:30 pm","LAC","MEM"
2016-11-16,"10:30 pm","SAC","SAS"
2016-11-17,"07:00 pm","WAS","NYK"
2016-11-17,"07:30 pm","MIA","MIL"
2016-11-17,"08:00 pm","MIN","PHI"
2016-11-17,"08:00 pm","HOU","POR"
2016-11-17,"10:30 pm","UTA","CHI"
2016-11-18,"07:00 pm","CHO","ATL"
2016-11-18,"07:00 pm","IND","PHO"
2016-11-18,"07:30 pm","CLE","DET"
2016-11-18,"08:00 pm","OKC","BRK"
2016-11-18,"08:00 pm","BOS","GSW"
2016-11-18,"08:00 pm","NOP","POR"
2016-11-18,"08:30 pm","DAL","MEM"
2016-11-18,"09:00 pm","DEN","TOR"
2016-11-18,"10:30 pm","SAC","LAC"
2016-11-18,"10:30 pm","LAL","SAS"
2016-11-19,"05:00 pm","HOU","UTA"
2016-11-19,"07:00 pm","DET","BOS"
2016-11-19,"07:00 pm","NOP","CHO"
2016-11-19,"07:00 pm","ORL","DAL"
2016-11-19,"07:00 pm","WAS","MIA"
2016-11-19,"07:30 pm","PHI","PHO"
2016-11-19,"08:00 pm","MEM","MIN"
2016-11-19,"08:30 pm","MIL","GSW"
2016-11-19,"10:30 pm","LAC","CHI"
2016-11-20,"01:00 pm","NYK","ATL"
2016-11-20,"03:30 pm","BRK","POR"
2016-11-20,"07:00 pm","OKC","IND"
2016-11-20,"09:00 pm","SAC","TOR"
2016-11-20,"09:00 pm","DEN","UTA"
2016-11-20,"09:30 pm","LAL","CHI"
2016-11-21,"07:00 pm","IND","GSW"
2016-11-21,"07:00 pm","CHO","MEM"
2016-11-21,"07:00 pm","PHI","MIA"
2016-11-21,"07:00 pm","WAS","PHO"
2016-11-21,"07:30 pm","DET","HOU"
2016-11-21,"08:00 pm","MIN","BOS"
2016-11-21,"08:00 pm","MIL","ORL"
2016-11-21,"08:30 pm","SAS","DAL"
2016-11-21,"10:30 pm","LAC","TOR"
2016-11-22,"07:30 pm","ATL","NOP"
2016-11-22,"07:30 pm","NYK","POR"
2016-11-22,"09:00 pm","DEN","CHI"
2016-11-22,"10:30 pm","LAL","OKC"
2016-11-23,"07:00 pm","IND","ATL"
2016-11-23,"07:00 pm","PHI","MEM"
2016-11-23,"07:00 pm","ORL","PHO"
2016-11-23,"07:00 pm","CLE","POR"
2016-11-23,"07:00 pm","CHO","SAS"
2016-11-23,"07:30 pm","BRK","BOS"
2016-11-23,"07:30 pm","DET","MIA"
2016-11-23,"08:00 pm","HOU","TOR"
2016-11-23,"08:30 pm","DAL","LAC"
2016-11-23,"09:00 pm","UTA","DEN"
2016-11-23,"09:30 pm","NOP","MIN"
2016-11-23,"10:30 pm","GSW","LAL"
2016-11-23,"10:30 pm","SAC","OKC"
2016-11-25,"01:00 pm","BOS","SAS"
2016-11-25,"07:00 pm","ORL","WAS"
2016-11-25,"07:30 pm","NYK","CHO"
2016-11-25,"07:30 pm","PHI","CHI"
2016-11-25,"07:30 pm","CLE","DAL"
2016-11-25,"07:30 pm","DET","LAC"
2016-11-25,"08:00 pm","UTA","ATL"
2016-11-25,"08:00 pm","IND","BRK"
2016-11-25,"08:00 pm","MEM","MIA"
2016-11-25,"08:00 pm","MIL","TOR"
2016-11-25,"09:00 pm","PHO","MIN"
2016-11-25,"09:00 pm","DEN","OKC"
2016-11-25,"10:00 pm","POR","NOP"
2016-11-25,"10:30 pm","LAL","GSW"
2016-11-25,"10:30 pm","SAC","HOU"
2016-11-26,"07:00 pm","CHO","NYK"
2016-11-26,"07:00 pm","WAS","SAS"
2016-11-26,"08:00 pm","OKC","DET"
2016-11-26,"08:00 pm","MIA","MEM"
2016-11-26,"10:30 pm","GSW","MIN"
2016-11-27,"01:00 pm","PHI","CLE"
2016-11-27,"03:30 pm","PHO","DEN"
2016-11-27,"06:00 pm","IND","LAC"
2016-11-27,"06:00 pm","ORL","MIL"
2016-11-27,"06:00 pm","BRK","SAC"
2016-11-27,"07:00 pm","DAL","NOP"
2016-11-27,"09:00 pm","POR","HOU"
2016-11-27,"09:30 pm","LAL","ATL"
2016-11-28,"07:00 pm","WAS","SAC"
2016-11-28,"07:30 pm","MIA","BOS"
2016-11-28,"07:30 pm","NYK","OKC"
2016-11-28,"07:30 pm","TOR","PHI"
2016-11-28,"08:00 pm","MEM","CHO"
2016-11-28,"08:00 pm","MIN","UTA"
2016-11-28,"10:30 pm","GSW","ATL"
2016-11-29,"07:00 pm","CHO","DET"
2016-11-29,"07:30 pm","BRK","LAC"
2016-11-29,"08:00 pm","MIL","CLE"
2016-11-29,"08:00 pm","NOP","LAL"
2016-11-29,"08:30 pm","SAS","ORL"
2016-11-29,"09:00 pm","UTA","HOU"
2016-11-30,"07:00 pm","PHI","SAC"
2016-11-30,"07:30 pm","BOS","DET"
2016-11-30,"07:30 pm","TOR","MEM"
2016-11-30,"08:00 pm","CHI","LAL"
2016-11-30,"08:00 pm","MIN","NYK"
2016-11-30,"08:00 pm","OKC","WAS"
2016-11-30,"08:30 pm","DAL","SAS"
2016-11-30,"09:00 pm","PHO","ATL"
2016-11-30,"09:00 pm","DEN","MIA"
2016-11-30,"10:00 pm","POR","IND"
2016-12-01,"07:00 pm","CHO","DAL"
2016-12-01,"07:30 pm","BRK","MIL"
2016-12-01,"08:00 pm","CLE","LAC"
2016-12-01,"08:00 pm","MEM","ORL"
2016-12-01,"09:00 pm","UTA","MIA"
2016-12-01,"10:30 pm","GSW","HOU"
2016-12-02,"07:00 pm","PHI","ORL"
2016-12-02,"07:30 pm","TOR","LAL"
2016-12-02,"07:30 pm","NYK","MIN"
2016-12-02,"07:30 pm","BOS","SAC"
2016-12-02,"08:00 pm","CHI","CLE"
2016-12-02,"08:00 pm","ATL","DET"
2016-12-02,"08:00 pm","NOP","LAC"
2016-12-02,"08:30 pm","SAS","WAS"
2016-12-02,"10:30 pm","DEN","HOU"
2016-12-03,"05:00 pm","MIL","BRK"
2016-12-03,"07:00 pm","CHO","MIN"
2016-12-03,"07:30 pm","TOR","ATL"
2016-12-03,"07:30 pm","PHI","BOS"
2016-12-03,"08:00 pm","MEM","LAL"
2016-12-03,"08:30 pm","DAL","CHI"
2016-12-03,"09:00 pm","UTA","DEN"
2016-12-03,"10:00 pm","POR","MIA"
2016-12-03,"10:30 pm","GSW","PHO"
2016-12-04,"06:00 pm","DET","ORL"
2016-12-04,"07:00 pm","OKC","NOP"
2016-12-04,"07:30 pm","NYK","SAC"
2016-12-04,"09:30 pm","LAC","IND"
2016-12-05,"07:00 pm","PHI","DEN"
2016-12-05,"07:30 pm","TOR","CLE"
2016-12-05,"07:30 pm","ATL","OKC"
2016-12-05,"07:30 pm","BRK","WAS"
2016-12-05,"08:00 pm","HOU","BOS"
2016-12-05,"08:00 pm","NOP","MEM"
2016-12-05,"08:00 pm","CHI","POR"
2016-12-05,"08:00 pm","MIL","SAS"
2016-12-05,"08:30 pm","DAL","CHO"
2016-12-05,"10:30 pm","GSW","IND"
2016-12-05,"10:30 pm","LAL","UTA"
2016-12-06,"07:00 pm","WAS","ORL"
2016-12-06,"07:30 pm","DET","CHI"
2016-12-06,"07:30 pm","MIA","NYK"
2016-12-06,"08:00 pm","MEM","PHI"
2016-12-06,"08:00 pm","MIN","SAS"
2016-12-06,"09:00 pm","UTA","PHO"
2016-12-07,"07:00 pm","ORL","BOS"
2016-12-07,"07:00 pm","CHO","DET"
2016-12-07,"07:30 pm","BRK","DEN"
2016-12-07,"07:30 pm","ATL","MIA"
2016-12-07,"08:00 pm","NYK","CLE"
2016-12-07,"08:00 pm","HOU","LAL"
2016-12-07,"08:00 pm","MIL","POR"
2016-12-07,"08:30 pm","DAL","SAC"
2016-12-07,"09:00 pm","PHO","IND"
2016-12-07,"10:30 pm","LAC","GSW"
2016-12-08,"07:00 pm","WAS","DEN"
2016-12-08,"07:00 pm","TOR","MIN"
2016-12-08,"08:00 pm","NOP","PHI"
2016-12-08,"08:00 pm","MEM","POR"
2016-12-08,"09:00 pm","UTA","GSW"
2016-12-08,"09:30 pm","CHI","SAS"
2016-12-09,"07:00 pm","CHO","ORL"
2016-12-09,"07:30 pm","CLE","MIA"
2016-12-09,"07:30 pm","BOS","TOR"
2016-12-09,"08:00 pm","MIL","ATL"
2016-12-09,"08:00 pm","MIN","DET"
2016-12-09,"08:00 pm","OKC","HOU"
2016-12-09,"08:30 pm","DAL","IND"
2016-12-09,"10:30 pm","SAC","NYK"
2016-12-09,"10:30 pm","LAL","PHO"
2016-12-10,"07:00 pm","ORL","DEN"
2016-12-10,"07:00 pm","WAS","MIL"
2016-12-10,"07:00 pm","IND","POR"
2016-12-10,"07:30 pm","CLE","CHO"
2016-12-10,"08:00 pm","HOU","DAL"
2016-12-10,"08:00 pm","MEM","GSW"
2016-12-10,"08:00 pm","CHI","MIA"
2016-12-10,"08:30 pm","SAS","BRK"
2016-12-10,"09:00 pm","UTA","SAC"
2016-12-10,"10:30 pm","LAC","NOP"
2016-12-11,"06:00 pm","DET","PHI"
2016-12-11,"07:00 pm","OKC","BOS"
2016-12-11,"07:00 pm","MIN","GSW"
2016-12-11,"08:30 pm","PHO","NOP"
2016-12-11,"09:30 pm","LAL","NYK"
2016-12-12,"07:00 pm","IND","CHO"
2016-12-12,"07:30 pm","TOR","MIL"
2016-12-12,"07:30 pm","MIA","WAS"
2016-12-12,"08:00 pm","HOU","BRK"
2016-12-12,"08:30 pm","DAL","DEN"
2016-12-12,"10:30 pm","SAC","LAL"
2016-12-12,"10:30 pm","LAC","POR"
2016-12-13,"07:00 pm","CLE","MEM"
2016-12-13,"07:30 pm","ATL","ORL"
2016-12-13,"08:00 pm","NOP","GSW"
2016-12-13,"08:00 pm","CHI","MIN"
2016-12-13,"09:00 pm","PHO","NYK"
2016-12-13,"10:30 pm","POR","OKC"
2016-12-14,"07:00 pm","WAS","CHO"
2016-12-14,"07:00 pm","MIA","IND"
2016-12-14,"07:00 pm","ORL","LAC"
2016-12-14,"07:00 pm","PHI","TOR"
2016-12-14,"07:30 pm","BRK","LAL"
2016-12-14,"08:00 pm","MEM","CLE"
2016-12-14,"08:00 pm","HOU","SAC"
2016-12-14,"08:30 pm","DAL","DET"
2016-12-14,"09:00 pm","UTA","OKC"
2016-12-14,"09:30 pm","SAS","BOS"
2016-12-15,"08:00 pm","MIL","CHI"
2016-12-15,"08:00 pm","NOP","IND"
2016-12-15,"09:00 pm","DEN","POR"
2016-12-15,"09:00 pm","PHO","SAS"
2016-12-15,"10:30 pm","GSW","NYK"
2016-12-16,"07:00 pm","ORL","BRK"
2016-12-16,"07:00 pm","WAS","DET"
2016-12-16,"07:30 pm","TOR","ATL"
2016-12-16,"07:30 pm","BOS","CHO"
2016-12-16,"08:00 pm","MIA","LAC"
2016-12-16,"08:00 pm","PHI","LAL"
2016-12-16,"08:00 pm","CHI","MIL"
2016-12-16,"08:00 pm","HOU","NOP"
2016-12-16,"08:00 pm","MEM","SAC"
2016-12-16,"10:30 pm","UTA","DAL"
2016-12-17,"05:00 pm","OKC","PHO"
2016-12-17,"07:00 pm","DET","IND"
2016-12-17,"07:30 pm","ATL","CHO"
2016-12-17,"07:30 pm","CLE","LAL"
2016-12-17,"08:00 pm","MIN","HOU"
2016-12-17,"09:00 pm","DEN","NYK"
2016-12-17,"10:30 pm","GSW","POR"
2016-12-18,"03:30 pm","WAS","LAC"
2016-12-18,"06:00 pm","MIA","BOS"
2016-12-18,"06:00 pm","PHI","BRK"
2016-12-18,"06:00 pm","ORL","TOR"
